,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
192607,     90,     37,    127,     51,     18,      5,     41,      7,     21,    111
192608,     90,     37,    127,     51,     18,      5,     41,      7,     21,    111
192609,     90,     37,    127,     50,     18,      5,     41,      7,     21,    111
192610,     90,     37,    127,     50,     18,      5,     41,      7,     21,    111
192611,     90,     37,    127,     50,     18,      5,     41,      7,     21,    111
192612,     89,     37,    127,     50,     18,      5,     41,      7,     21,    110
192701,     89,     37,    127,     49,     18,      5,     41,      7,     21,    110
192702,     87,     37,    127,     49,     18,      5,     41,      7,     21,    109
192703,     87,     37,    127,     49,     18,      5,     41,      7,     21,    109
192704,     87,     37,    127,     49,     18,      4,     41,      7,     21,    108
192705,     87,     37,    127,     49,     18,      4,     41,      7,     21,    108
192706,     87,     37,    126,     49,     18,      4,     41,      7,     21,    108
192707,     98,     43,    129,     55,     19,      5,     46,      7,     23,    120
192708,     98,     43,    128,     55,     19,      5,     46,      7,     23,    120
192709,     98,     43,    128,     55,     19,      5,     46,      7,     23,    120
192710,     98,     43,    128,     55,     19,      5,     46,      7,     23,    120
192711,     97,     43,    126,     55,     18,      5,     46,      7,     23,    120
192712,     97,     43,    126,     55,     18,      5,     46,      7,     23,    120
192801,     96,     43,    126,     55,     18,      5,     46,      7,     23,    120
192802,     96,     43,    126,     55,     18,      5,     46,      7,     23,    120
192803,     96,     43,    125,     55,     18,      5,     46,      6,     22,    120
192804,     96,     43,    125,     55,     18,      5,     46,      6,     22,    120
192805,     96,     43,    125,     55,     18,      4,     46,      6,     22,    120
192806,     96,     43,    125,     55,     18,      4,     45,      6,     22,    120
192807,    105,     45,    139,     56,     19,      4,     51,      6,     23,    120
192808,    105,     44,    139,     56,     19,      4,     51,      6,     23,    120
192809,    105,     44,    139,     56,     19,      4,     51,      6,     23,    120
192810,    105,     44,    139,     56,     19,      4,     51,      6,     23,    119
192811,    105,     44,    139,     56,     19,      4,     51,      6,     23,    119
192812,    104,     44,    139,     56,     19,      4,     51,      6,     23,    119
192901,    103,     43,    139,     56,     19,      4,     51,      5,     23,    118
192902,    103,     43,    139,     56,     19,      4,     51,      5,     23,    118
192903,    103,     43,    139,     56,     18,      4,     51,      5,     23,    118
192904,    103,     43,    139,     56,     18,      4,     51,      5,     23,    118
192905,    102,     43,    139,     56,     18,      4,     51,      5,     22,    118
192906,    101,     43,    139,     56,     18,      4,     51,      5,     22,    117
192907,    122,     50,    169,     61,     20,      4,     61,      6,     23,    131
192908,    122,     50,    168,     61,     20,      4,     61,      6,     23,    131
192909,    122,     50,    168,     61,     20,      4,     61,      6,     23,    130
192910,    121,     50,    168,     60,     20,      4,     61,      6,     22,    129
192911,    121,     50,    168,     60,     20,      4,     61,      6,     22,    129
192912,    120,     50,    168,     60,     20,      4,     61,      6,     22,    128
193001,    120,     50,    168,     59,     20,      4,     61,      6,     22,    127
193002,    119,     49,    168,     59,     20,      4,     61,      6,     22,    127
193003,    119,     49,    167,     59,     20,      4,     61,      5,     22,    127
193004,    118,     49,    166,     58,     20,      4,     61,      5,     22,    126
193005,    118,     49,    165,     58,     20,      4,     61,      5,     22,    126
193006,    117,     48,    164,     58,     20,      4,     61,      4,     22,    125
193007,    117,     53,    196,     59,     27,      4,     70,      5,     23,    142
193008,    117,     53,    196,     58,     27,      4,     70,      5,     23,    142
193009,    117,     53,    196,     57,     27,      4,     70,      5,     23,    142
193010,    117,     53,    195,     56,     27,      4,     70,      5,     23,    142
193011,    117,     52,    195,     56,     27,      4,     70,      5,     23,    142
193012,    117,     52,    195,     56,     27,      4,     70,      5,     23,    142
193101,    117,     52,    194,     56,     27,      4,     70,      5,     23,    141
193102,    117,     52,    192,     56,     27,      4,     70,      5,     23,    141
193103,    116,     52,    192,     56,     27,      4,     70,      5,     23,    140
193104,    116,     52,    192,     56,     26,      4,     70,      5,     23,    140
193105,    116,     51,    192,     56,     26,      4,     70,      5,     23,    140
193106,    116,     51,    192,     56,     26,      4,     70,      5,     23,    139
193107,    119,     51,    204,     57,     26,      4,     72,      6,     23,    140
193108,    119,     51,    204,     57,     26,      4,     72,      6,     23,    139
193109,    119,     51,    204,     57,     26,      4,     72,      6,     22,    139
193110,    118,     51,    203,     57,     26,      4,     72,      6,     22,    138
193111,    118,     51,    203,     57,     26,      4,     72,      6,     22,    138
193112,    118,     50,    201,     57,     26,      4,     72,      6,     22,    137
193201,    118,     50,    201,     57,     26,      4,     72,      6,     22,    137
193202,    118,     50,    201,     57,     26,      4,     72,      6,     22,    137
193203,    117,     50,    200,     57,     26,      4,     71,      6,     22,    137
193204,    116,     50,    200,     56,     26,      4,     71,      6,     22,    133
193205,    115,     50,    200,     55,     26,      4,     71,      6,     22,    133
193206,    113,     50,    199,     55,     26,      4,     69,      6,     22,    131
193207,    113,     51,    203,     54,     25,      4,     69,      6,     22,    132
193208,    112,     50,    203,     54,     25,      4,     69,      6,     22,    132
193209,    111,     50,    203,     53,     25,      4,     69,      6,     22,    132
193210,    111,     50,    203,     53,     25,      4,     69,      6,     22,    132
193211,    110,     50,    203,     53,     25,      4,     69,      6,     22,    132
193212,    108,     50,    202,     53,     25,      4,     69,      6,     22,    131
193301,    108,     50,    202,     53,     25,      4,     69,      6,     22,    131
193302,    108,     50,    202,     53,     25,      4,     68,      6,     22,    131
193303,    108,     49,    201,     53,     25,      4,     68,      6,     22,    131
193304,    108,     49,    201,     53,     25,      4,     68,      6,     22,    131
193305,    108,     49,    199,     53,     25,      4,     68,      6,     22,    131
193306,    108,     47,    198,     52,     25,      4,     66,      6,     22,    131
193307,    109,     47,    201,     54,     27,      4,     66,      6,     22,    137
193308,    109,     47,    201,     54,     27,      4,     66,      6,     21,    137
193309,    109,     47,    201,     54,     27,      4,     66,      6,     21,    136
193310,    109,     47,    201,     54,     27,      4,     66,      6,     21,    136
193311,    109,     47,    201,     54,     27,      4,     66,      6,     21,    136
193312,    109,     47,    201,     54,     26,      4,     66,      6,     21,    136
193401,    109,     47,    201,     54,     26,      4,     66,      6,     21,    135
193402,    109,     47,    201,     54,     26,      4,     66,      6,     21,    135
193403,    109,     47,    201,     54,     26,      4,     66,      6,     21,    135
193404,    109,     47,    201,     54,     26,      4,     66,      6,     21,    135
193405,    109,     47,    200,     53,     26,      4,     66,      6,     21,    135
193406,    109,     47,    200,     53,     26,      4,     66,      6,     21,    135
193407,    111,     47,    200,     54,     27,      4,     68,      9,     21,    141
193408,    111,     47,    200,     54,     27,      4,     68,      9,     21,    141
193409,    111,     47,    200,     54,     27,      4,     68,      9,     21,    141
193410,    111,     47,    199,     54,     27,      4,     68,      9,     21,    137
193411,    111,     47,    198,     54,     27,      4,     68,      9,     21,    137
193412,    111,     47,    198,     54,     27,      4,     68,      9,     21,    137
193501,    111,     47,    198,     54,     27,      4,     68,      9,     21,    136
193502,    111,     45,    198,     54,     27,      4,     68,      9,     21,    136
193503,    111,     45,    198,     54,     27,      4,     68,      9,     21,    136
193504,    111,     44,    198,     54,     27,      4,     68,      9,     21,    136
193505,    111,     44,    198,     54,     26,      4,     68,      9,     21,    135
193506,    111,     44,    198,     54,     26,      4,     68,      9,     21,    135
193507,    109,     46,    200,     54,     26,      4,     69,      9,     21,    138
193508,    109,     46,    199,     54,     26,      4,     69,      9,     21,    138
193509,    108,     46,    199,     54,     26,      4,     69,      9,     21,    136
193510,    108,     46,    199,     54,     26,      4,     69,      9,     21,    136
193511,    108,     46,    199,     54,     26,      4,     69,      9,     21,    136
193512,    108,     46,    199,     53,     26,      4,     69,      9,     21,    136
193601,    108,     46,    199,     53,     26,      4,     69,      9,     21,    136
193602,    108,     46,    199,     52,     26,      4,     69,      9,     21,    136
193603,    107,     46,    199,     52,     26,      4,     68,      9,     21,    136
193604,    107,     46,    198,     52,     26,      4,     68,      9,     21,    136
193605,    107,     46,    198,     52,     26,      4,     67,      9,     21,    136
193606,    107,     46,    198,     52,     26,      4,     67,      9,     21,    136
193607,    119,     49,    211,     54,     27,      4,     70,     10,     21,    142
193608,    119,     49,    210,     54,     27,      4,     70,     10,     21,    141
193609,    119,     49,    210,     54,     27,      4,     70,     10,     21,    141
193610,    119,     49,    209,     53,     27,      4,     70,     10,     21,    140
193611,    119,     49,    209,     53,     27,      4,     70,     10,     21,    140
193612,    119,     49,    209,     52,     27,      4,     70,     10,     21,    140
193701,    119,     48,    209,     52,     27,      4,     70,     10,     21,    137
193702,    119,     48,    209,     52,     27,      4,     70,     10,     21,    137
193703,    119,     48,    209,     51,     27,      4,     70,     10,     21,    137
193704,    119,     48,    207,     51,     27,      4,     70,     10,     21,    137
193705,    119,     48,    207,     51,     27,      4,     70,     10,     21,    137
193706,    119,     48,    207,     51,     27,      4,     70,     10,     21,    137
193707,    124,     52,    226,     53,     30,      4,     74,     12,     22,    144
193708,    124,     52,    226,     53,     30,      4,     74,     12,     22,    144
193709,    124,     52,    226,     52,     30,      4,     74,     12,     22,    144
193710,    124,     52,    226,     52,     30,      4,     74,     12,     22,    144
193711,    124,     52,    226,     52,     30,      4,     74,     12,     22,    144
193712,    124,     52,    226,     52,     30,      4,     74,     12,     22,    144
193801,    124,     52,    226,     52,     30,      4,     74,     12,     22,    144
193802,    124,     52,    226,     52,     30,      4,     74,     12,     22,    144
193803,    124,     52,    226,     52,     30,      4,     74,     12,     22,    144
193804,    124,     52,    226,     52,     30,      4,     74,     12,     22,    143
193805,    124,     52,    225,     52,     30,      4,     73,     12,     22,    142
193806,    124,     52,    225,     52,     30,      4,     73,     12,     22,    142
193807,    126,     53,    237,     54,     30,      5,     74,     12,     23,    147
193808,    125,     53,    236,     54,     30,      5,     73,     12,     23,    146
193809,    125,     53,    236,     54,     30,      5,     73,     12,     23,    146
193810,    125,     53,    236,     54,     30,      5,     73,     12,     23,    145
193811,    125,     53,    236,     54,     30,      5,     73,     12,     23,    144
193812,    125,     53,    236,     53,     30,      5,     72,     12,     23,    141
193901,    125,     53,    236,     53,     30,      5,     72,     12,     23,    141
193902,    125,     53,    236,     53,     30,      5,     72,     12,     23,    141
193903,    125,     53,    236,     53,     30,      5,     72,     12,     23,    141
193904,    125,     53,    236,     53,     30,      5,     72,     12,     23,    140
193905,    124,     53,    236,     53,     30,      5,     72,     12,     23,    140
193906,    124,     53,    236,     53,     30,      5,     72,     12,     23,    139
193907,    124,     53,    239,     52,     30,      6,     73,     12,     23,    138
193908,    124,     53,    239,     52,     30,      6,     73,     12,     23,    136
193909,    124,     53,    238,     52,     30,      6,     73,     12,     23,    134
193910,    124,     53,    238,     52,     30,      6,     73,     12,     23,    133
193911,    124,     53,    238,     52,     30,      6,     73,     12,     23,    132
193912,    124,     53,    238,     52,     30,      6,     73,     12,     23,    132
194001,    124,     53,    238,     51,     30,      6,     73,     12,     23,    132
194002,    124,     53,    238,     51,     30,      6,     73,     12,     23,    132
194003,    124,     53,    238,     51,     30,      6,     73,     12,     23,    132
194004,    124,     53,    238,     51,     30,      6,     73,     12,     23,    132
194005,    123,     52,    238,     51,     30,      6,     73,     12,     23,    132
194006,    123,     52,    238,     51,     30,      6,     73,     12,     23,    132
194007,    125,     55,    247,     51,     30,      6,     74,     13,     24,    138
194008,    124,     55,    247,     51,     30,      6,     74,     13,     24,    137
194009,    124,     55,    247,     51,     30,      6,     74,     13,     24,    135
194010,    124,     55,    247,     51,     30,      6,     74,     13,     24,    134
194011,    124,     55,    247,     51,     30,      6,     74,     13,     24,    134
194012,    123,     54,    247,     50,     30,      6,     74,     13,     24,    134
194101,    123,     54,    247,     50,     30,      6,     74,     13,     24,    134
194102,    123,     54,    247,     49,     30,      6,     74,     13,     24,    134
194103,    123,     54,    247,     49,     30,      6,     74,     13,     24,    134
194104,    123,     54,    247,     49,     30,      6,     74,     13,     24,    134
194105,    123,     54,    247,     49,     30,      6,     74,     13,     24,    134
194106,    123,     54,    247,     49,     30,      6,     74,     13,     24,    133
194107,    124,     54,    254,     50,     31,      7,     75,     13,     27,    138
194108,    124,     54,    254,     50,     31,      7,     75,     13,     27,    137
194109,    124,     54,    254,     50,     31,      7,     75,     13,     27,    137
194110,    124,     54,    254,     50,     31,      7,     75,     13,     27,    137
194111,    124,     54,    254,     50,     31,      7,     75,     13,     27,    136
194112,    124,     54,    254,     50,     31,      7,     75,     13,     27,    136
194201,    124,     54,    254,     50,     31,      7,     75,     13,     27,    136
194202,    124,     54,    254,     50,     31,      7,     75,     13,     27,    136
194203,    124,     53,    254,     50,     31,      7,     75,     13,     27,    136
194204,    124,     53,    254,     50,     31,      7,     75,     13,     27,    136
194205,    124,     53,    254,     50,     31,      7,     75,     13,     27,    136
194206,    124,     53,    254,     50,     31,      7,     75,     13,     27,    136
194207,    124,     55,    259,     50,     32,      7,     74,     14,     27,    138
194208,    124,     55,    259,     50,     32,      7,     74,     14,     27,    138
194209,    124,     55,    259,     50,     32,      7,     74,     14,     27,    138
194210,    124,     55,    259,     50,     32,      7,     73,     14,     27,    138
194211,    124,     55,    259,     50,     32,      7,     73,     14,     27,    138
194212,    124,     55,    259,     49,     32,      7,     73,     14,     27,    138
194301,    124,     55,    259,     49,     32,      7,     73,     14,     27,    138
194302,    124,     55,    258,     49,     32,      7,     73,     14,     27,    138
194303,    124,     55,    257,     49,     32,      7,     73,     14,     27,    138
194304,    124,     55,    257,     48,     32,      7,     73,     14,     27,    138
194305,    124,     55,    257,     48,     32,      7,     73,     14,     27,    138
194306,    124,     55,    257,     48,     32,      7,     73,     14,     27,    137
194307,    125,     56,    257,     49,     33,      7,     73,     14,     27,    137
194308,    125,     56,    257,     49,     33,      7,     73,     14,     27,    137
194309,    125,     56,    257,     49,     33,      7,     73,     14,     27,    137
194310,    125,     56,    257,     48,     33,      7,     73,     14,     27,    137
194311,    125,     56,    257,     47,     33,      7,     73,     14,     27,    137
194312,    125,     56,    257,     47,     33,      7,     73,     14,     27,    135
194401,    125,     56,    257,     46,     33,      7,     73,     14,     27,    133
194402,    125,     56,    257,     46,     33,      7,     73,     14,     27,    132
194403,    125,     56,    257,     46,     33,      7,     73,     14,     27,    132
194404,    125,     56,    257,     46,     33,      7,     73,     14,     27,    132
194405,    125,     56,    257,     46,     33,      7,     73,     14,     26,    132
194406,    125,     56,    257,     46,     33,      7,     73,     14,     26,    132
194407,    127,     56,    267,     48,     36,      7,     74,     15,     30,    135
194408,    127,     56,    267,     48,     36,      7,     74,     15,     30,    135
194409,    127,     56,    267,     48,     36,      7,     73,     15,     30,    135
194410,    126,     56,    267,     48,     36,      7,     73,     15,     30,    134
194411,    126,     56,    267,     48,     36,      7,     73,     15,     30,    134
194412,    126,     56,    267,     48,     36,      7,     73,     15,     30,    133
194501,    126,     55,    267,     48,     36,      7,     73,     15,     30,    133
194502,    126,     55,    267,     48,     36,      7,     73,     15,     30,    133
194503,    126,     55,    267,     48,     36,      7,     73,     15,     30,    133
194504,    126,     55,    267,     48,     36,      7,     73,     15,     30,    133
194505,    126,     55,    267,     48,     36,      7,     73,     15,     30,    133
194506,    126,     55,    267,     48,     36,      7,     73,     15,     30,    133
194507,    131,     56,    273,     49,     39,      7,     79,     16,     31,    138
194508,    131,     56,    273,     49,     39,      7,     79,     16,     31,    138
194509,    131,     56,    273,     49,     39,      7,     79,     16,     31,    138
194510,    130,     56,    273,     49,     39,      7,     79,     16,     31,    138
194511,    130,     56,    273,     48,     39,      7,     79,     16,     31,    137
194512,    130,     56,    273,     48,     39,      7,     79,     16,     31,    137
194601,    130,     56,    272,     48,     39,      7,     79,     16,     31,    137
194602,    129,     56,    272,     48,     39,      7,     79,     16,     31,    137
194603,    129,     56,    272,     48,     39,      7,     79,     16,     31,    137
194604,    129,     56,    272,     48,     39,      7,     79,     16,     31,    137
194605,    129,     56,    272,     48,     39,      7,     79,     16,     31,    137
194606,    129,     55,    272,     48,     39,      7,     79,     16,     31,    137
194607,    138,     57,    288,     50,     41,      7,     79,     18,     36,    142
194608,    138,     57,    288,     50,     41,      7,     78,     18,     36,    142
194609,    138,     57,    288,     50,     41,      7,     78,     18,     36,    142
194610,    138,     57,    288,     50,     41,      7,     77,     18,     36,    142
194611,    138,     57,    288,     50,     40,      7,     77,     18,     36,    142
194612,    138,     57,    288,     50,     40,      7,     77,     18,     36,    142
194701,    138,     57,    288,     50,     40,      7,     77,     18,     36,    142
194702,    138,     57,    288,     50,     40,      7,     77,     18,     36,    142
194703,    138,     57,    288,     50,     40,      7,     77,     18,     36,    142
194704,    138,     57,    288,     50,     40,      7,     77,     18,     36,    142
194705,    138,     57,    288,     50,     40,      7,     77,     18,     36,    142
194706,    138,     57,    288,     50,     40,      7,     77,     18,     36,    141
194707,    147,     58,    297,     51,     43,      7,     84,     18,     47,    146
194708,    147,     58,    297,     51,     43,      7,     84,     18,     47,    146
194709,    147,     58,    297,     51,     43,      7,     84,     18,     47,    146
194710,    147,     58,    297,     51,     43,      7,     84,     18,     46,    146
194711,    147,     58,    297,     51,     43,      7,     84,     18,     46,    146
194712,    147,     58,    297,     51,     43,      7,     84,     18,     46,    146
194801,    147,     58,    297,     51,     43,      7,     84,     18,     46,    146
194802,    147,     58,    297,     51,     43,      7,     84,     18,     46,    146
194803,    147,     58,    297,     51,     43,      7,     84,     18,     46,    146
194804,    147,     58,    297,     51,     43,      7,     84,     18,     46,    146
194805,    147,     58,    297,     51,     43,      7,     84,     18,     46,    146
194806,    147,     58,    297,     51,     43,      7,     84,     18,     46,    146
194807,    152,     63,    307,     53,     44,      7,     85,     18,     52,    154
194808,    152,     63,    307,     53,     44,      7,     85,     18,     52,    154
194809,    152,     63,    306,     53,     44,      7,     85,     18,     52,    154
194810,    152,     63,    306,     53,     44,      7,     85,     18,     52,    154
194811,    152,     63,    306,     53,     44,      7,     85,     18,     52,    154
194812,    152,     63,    306,     53,     44,      7,     85,     18,     52,    154
194901,    152,     63,    306,     53,     44,      7,     85,     18,     52,    154
194902,    152,     63,    306,     53,     44,      7,     85,     18,     52,    154
194903,    152,     63,    306,     53,     44,      7,     85,     18,     52,    154
194904,    152,     63,    306,     53,     44,      7,     85,     18,     52,    154
194905,    152,     63,    306,     53,     44,      7,     85,     18,     52,    154
194906,    152,     63,    306,     53,     44,      7,     85,     18,     52,    154
194907,    153,     64,    313,     55,     45,      8,     87,     18,     57,    158
194908,    153,     64,    313,     55,     45,      8,     87,     18,     57,    158
194909,    153,     64,    313,     55,     45,      8,     87,     18,     57,    158
194910,    153,     64,    313,     55,     45,      8,     87,     18,     57,    158
194911,    153,     64,    313,     55,     45,      8,     87,     18,     57,    158
194912,    153,     64,    313,     55,     45,      8,     87,     18,     57,    157
195001,    153,     64,    313,     55,     45,      8,     85,     18,     57,    157
195002,    153,     64,    313,     55,     45,      8,     85,     18,     57,    157
195003,    153,     64,    313,     55,     45,      8,     85,     18,     57,    157
195004,    153,     64,    313,     55,     45,      8,     85,     18,     57,    157
195005,    153,     64,    313,     55,     44,      8,     85,     18,     57,    157
195006,    153,     64,    313,     54,     44,      8,     85,     18,     57,    157
195007,    153,     65,    313,     57,     44,      8,     85,     18,     73,    159
195008,    153,     65,    313,     57,     44,      8,     85,     18,     73,    159
195009,    153,     65,    313,     57,     44,      8,     85,     18,     73,    159
195010,    153,     65,    313,     57,     44,      8,     85,     18,     73,    159
195011,    153,     65,    313,     57,     44,      8,     85,     18,     73,    159
195012,    153,     64,    312,     57,     44,      8,     85,     18,     73,    159
195101,    153,     64,    312,     57,     44,      8,     85,     18,     73,    158
195102,    153,     64,    312,     57,     44,      8,     85,     18,     73,    158
195103,    153,     64,    312,     57,     44,      8,     85,     18,     73,    158
195104,    153,     64,    312,     57,     44,      8,     85,     18,     73,    158
195105,    153,     64,    312,     57,     44,      8,     85,     18,     73,    158
195106,    153,     64,    312,     57,     44,      8,     85,     18,     73,    158
195107,    156,     65,    318,     59,     46,      8,     86,     19,     85,    161
195108,    155,     65,    318,     59,     46,      8,     86,     19,     85,    161
195109,    155,     65,    317,     59,     46,      8,     86,     19,     85,    161
195110,    155,     65,    317,     59,     46,      8,     86,     19,     85,    161
195111,    155,     65,    316,     59,     46,      8,     86,     19,     84,    161
195112,    155,     65,    316,     59,     46,      8,     86,     19,     84,    161
195201,    155,     65,    316,     59,     46,      8,     86,     19,     84,    161
195202,    155,     65,    316,     59,     46,      8,     86,     19,     84,    161
195203,    155,     65,    316,     59,     46,      8,     86,     19,     84,    160
195204,    154,     65,    316,     59,     46,      8,     86,     19,     84,    160
195205,    154,     65,    316,     59,     46,      8,     86,     19,     84,    160
195206,    154,     65,    316,     59,     46,      8,     86,     19,     84,    160
195207,    156,     66,    323,     60,     49,      8,     87,     19,     84,    160
195208,    156,     66,    323,     60,     49,      8,     87,     19,     84,    160
195209,    156,     66,    323,     60,     49,      8,     87,     19,     84,    160
195210,    156,     66,    323,     60,     49,      8,     87,     18,     84,    160
195211,    156,     66,    322,     60,     49,      8,     87,     18,     84,    160
195212,    156,     66,    322,     60,     49,      8,     87,     18,     84,    160
195301,    156,     66,    322,     60,     49,      8,     87,     18,     84,    160
195302,    156,     66,    322,     60,     49,      7,     86,     18,     84,    160
195303,    154,     66,    322,     60,     48,      7,     86,     18,     84,    160
195304,    154,     66,    322,     60,     48,      7,     86,     18,     84,    160
195305,    154,     66,    321,     60,     48,      7,     86,     17,     84,    157
195306,    154,     66,    321,     60,     48,      7,     86,     17,     84,    157
195307,    154,     65,    329,     60,     50,      8,     88,     18,     88,    161
195308,    153,     65,    329,     60,     50,      8,     88,     18,     88,    161
195309,    152,     65,    329,     60,     50,      8,     87,     18,     88,    161
195310,    152,     64,    329,     60,     50,      8,     87,     18,     88,    161
195311,    152,     64,    328,     60,     50,      8,     87,     18,     88,    161
195312,    152,     64,    328,     60,     50,      8,     87,     18,     88,    161
195401,    152,     64,    328,     60,     50,      8,     87,     18,     88,    161
195402,    152,     64,    328,     60,     50,      8,     87,     18,     88,    161
195403,    152,     64,    328,     60,     50,      8,     87,     18,     88,    161
195404,    152,     64,    327,     60,     50,      8,     87,     18,     88,    161
195405,    152,     63,    325,     60,     50,      8,     87,     18,     88,    161
195406,    152,     63,    325,     60,     50,      8,     87,     18,     88,    161
195407,    152,     62,    332,     60,     50,      9,     87,     18,     91,    162
195408,    152,     62,    332,     59,     50,      9,     87,     18,     91,    162
195409,    152,     62,    332,     59,     50,      9,     87,     18,     91,    162
195410,    152,     61,    331,     59,     50,      9,     87,     18,     91,    160
195411,    152,     61,    331,     58,     50,      9,     87,     18,     91,    160
195412,    152,     61,    331,     58,     50,      9,     87,     18,     91,    160
195501,    152,     61,    331,     58,     50,      9,     87,     18,     90,    160
195502,    150,     61,    330,     58,     50,      9,     87,     18,     90,    160
195503,    150,     61,    328,     58,     50,      9,     87,     18,     90,    160
195504,    150,     61,    328,     58,     50,      9,     87,     17,     90,    159
195505,    150,     61,    328,     57,     49,      9,     87,     17,     90,    158
195506,    150,     61,    328,     57,     49,      9,     87,     17,     90,    158
195507,    152,     62,    339,     59,     49,      9,     88,     17,     93,    159
195508,    152,     62,    338,     58,     49,      9,     88,     17,     93,    158
195509,    152,     61,    337,     57,     49,      9,     88,     17,     93,    158
195510,    152,     60,    337,     56,     49,      9,     88,     17,     93,    158
195511,    152,     60,    337,     56,     49,      9,     88,     17,     93,    158
195512,    152,     59,    335,     56,     49,      9,     87,     17,     93,    158
195601,    151,     58,    335,     56,     49,      9,     87,     17,     93,    158
195602,    151,     58,    335,     56,     49,      9,     86,     17,     93,    158
195603,    151,     58,    335,     56,     49,      9,     86,     17,     93,    158
195604,    151,     58,    335,     56,     49,      9,     86,     17,     93,    158
195605,    149,     58,    335,     56,     49,      9,     86,     17,     93,    158
195606,    149,     58,    334,     56,     49,      9,     86,     17,     93,    156
195607,    150,     57,    344,     57,     50,     10,     87,     17,     94,    158
195608,    149,     57,    344,     56,     50,     10,     87,     17,     94,    157
195609,    149,     57,    343,     56,     50,     10,     87,     17,     94,    156
195610,    149,     57,    341,     55,     50,     10,     87,     17,     94,    156
195611,    148,     57,    341,     55,     50,     10,     87,     17,     94,    156
195612,    148,     57,    341,     55,     50,     10,     87,     17,     94,    156
195701,    148,     57,    338,     54,     50,     10,     87,     17,     94,    156
195702,    148,     57,    338,     54,     50,     10,     87,     17,     94,    156
195703,    148,     57,    338,     54,     50,     10,     87,     17,     94,    156
195704,    148,     56,    338,     54,     50,     10,     87,     17,     94,    156
195705,    147,     55,    337,     54,     50,     10,     87,     17,     94,    156
195706,    147,     54,    335,     54,     50,     10,     87,     17,     94,    156
195707,    150,     56,    347,     56,     59,     10,     87,     17,     95,    160
195708,    149,     56,    346,     56,     58,     10,     87,     17,     95,    160
195709,    149,     56,    345,     56,     58,     10,     87,     17,     95,    159
195710,    148,     56,    345,     56,     58,      9,     86,     17,     95,    159
